date;USD; MERV ; MERV_USD ;CRISIS
3/2/2005;$ 2.93; 1,399.23 ; 478.37 ;0
4/2/2005;$ 2.93; 1,428.54 ; 488.39 ;0
7/2/2005;$ 2.93; 1,434.03 ; 490.27 ;0
8/2/2005;$ 2.93; 1,480.11 ; 506.02 ;0
9/2/2005;$ 2.92; 1,484.60 ; 508.42 ;0
10/2/2005;$ 2.92; 1,487.39 ; 508.94 ;0
11/2/2005;$ 2.92; 1,496.91 ; 512.20 ;0
14/2/2005;$ 2.92; 1,517.93 ; 520.73 ;0
15/2/2005;$ 2.92; 1,493.96 ; 512.51 ;0
16/2/2005;$ 2.90; 1,508.84 ; 519.84 ;0
17/2/2005;$ 2.91; 1,531.86 ; 526.86 ;0
18/2/2005;$ 2.92; 1,557.77 ; 533.94 ;0
21/2/2005;$ 2.91; 1,534.01 ; 527.15 ;0
22/2/2005;$ 2.92; 1,556.03 ; 533.80 ;0
23/2/2005;$ 2.93; 1,520.90 ; 519.52 ;0
24/2/2005;$ 2.93; 1,529.64 ; 522.51 ;0
25/2/2005;$ 2.92; 1,600.32 ; 548.52 ;0
28/2/2005;$ 2.92; 1,558.62 ; 534.23 ;0
1/3/2005;$ 2.94; 1,598.38 ; 544.13 ;0
2/3/2005;$ 2.95; 1,582.39 ; 537.31 ;0
3/3/2005;$ 2.94; 1,577.13 ; 536.90 ;0
4/3/2005;$ 2.93; 1,581.36 ; 540.64 ;0
7/3/2005;$ 2.93; 1,590.74 ; 543.38 ;0
8/3/2005;$ 2.93; 1,596.81 ; 544.52 ;0
9/3/2005;$ 2.94; 1,530.02 ; 521.30 ;0
10/3/2005;$ 2.93; 1,471.89 ; 502.35 ;0
11/3/2005;$ 2.91; 1,435.95 ; 493.03 ;0
14/3/2005;$ 2.92; 1,374.88 ; 471.66 ;0
15/3/2005;$ 2.92; 1,386.08 ; 475.09 ;0
16/3/2005;$ 2.93; 1,388.09 ; 474.56 ;0
17/3/2005;$ 2.92; 1,452.94 ; 497.16 ;0
18/3/2005;$ 2.92; 1,458.19 ; 498.95 ;0
21/3/2005;$ 2.92; 1,414.40 ; 483.97 ;0
22/3/2005;$ 2.92; 1,393.57 ; 477.66 ;0
23/3/2005;$ 2.92; 1,364.28 ; 466.82 ;0
28/3/2005;$ 2.93; 1,347.99 ; 460.85 ;0
29/3/2005;$ 2.93; 1,347.77 ; 460.78 ;0
30/3/2005;$ 2.93; 1,401.12 ; 479.02 ;0
31/3/2005;$ 2.93; 1,400.42 ; 478.37 ;0
1/4/2005;$ 2.93; 1,424.31 ; 486.11 ;0
4/4/2005;$ 2.93; 1,392.51 ; 475.26 ;0
5/4/2005;$ 2.92; 1,411.28 ; 483.73 ;0
6/4/2005;$ 2.92; 1,423.30 ; 488.27 ;0
7/4/2005;$ 2.91; 1,423.47 ; 488.75 ;0
8/4/2005;$ 2.92; 1,415.33 ; 485.53 ;0
11/4/2005;$ 2.91; 1,408.42 ; 483.99 ;0
12/4/2005;$ 2.91; 1,372.59 ; 472.09 ;0
13/4/2005;$ 2.90; 1,344.56 ; 463.24 ;0
14/4/2005;$ 2.92; 1,325.84 ; 454.83 ;0
15/4/2005;$ 2.92; 1,276.48 ; 437.15 ;0
18/4/2005;$ 2.92; 1,307.90 ; 448.68 ;0
19/4/2005;$ 2.91; 1,344.61 ; 462.46 ;0
20/4/2005;$ 2.91; 1,309.48 ; 450.77 ;0
21/4/2005;$ 2.91; 1,354.73 ; 465.94 ;0
22/4/2005;$ 2.91; 1,354.68 ; 465.93 ;0
25/4/2005;$ 2.91; 1,368.82 ; 470.79 ;0
26/4/2005;$ 2.91; 1,352.68 ; 465.24 ;0
27/4/2005;$ 2.91; 1,356.30 ; 466.48 ;0
28/4/2005;$ 2.91; 1,324.75 ; 454.85 ;0
29/4/2005;$ 2.91; 1,348.35 ; 463.75 ;0
2/5/2005;$ 2.90; 1,378.76 ; 475.43 ;0
3/5/2005;$ 2.90; 1,404.39 ; 484.27 ;0
4/5/2005;$ 2.90; 1,442.13 ; 497.29 ;0
5/5/2005;$ 2.91; 1,438.09 ; 494.61 ;0
6/5/2005;$ 2.91; 1,429.37 ; 491.61 ;0
9/5/2005;$ 2.90; 1,406.85 ; 485.12 ;0
10/5/2005;$ 2.90; 1,381.34 ; 477.15 ;0
11/5/2005;$ 2.90; 1,400.46 ; 482.50 ;0
12/5/2005;$ 2.90; 1,389.80 ; 479.24 ;0
13/5/2005;$ 2.90; 1,439.61 ; 496.85 ;0
16/5/2005;$ 2.89; 1,458.18 ; 504.12 ;0
17/5/2005;$ 2.90; 1,444.73 ; 499.04 ;0
18/5/2005;$ 2.90; 1,459.33 ; 503.65 ;0
19/5/2005;$ 2.90; 1,457.24 ; 502.93 ;0
20/5/2005;$ 2.90; 1,435.08 ; 495.28 ;0
23/5/2005;$ 2.90; 1,449.63 ; 500.30 ;0
24/5/2005;$ 2.89; 1,458.17 ; 504.12 ;0
26/5/2005;$ 2.90; 1,447.06 ; 499.42 ;0
27/5/2005;$ 2.90; 1,460.72 ; 503.26 ;0
30/5/2005;$ 2.90; 1,497.84 ; 516.94 ;0
31/5/2005;$ 2.89; 1,485.55 ; 513.59 ;0
1/6/2005;$ 2.89; 1,516.17 ; 524.63 ;0
2/6/2005;$ 2.89; 1,531.17 ; 529.82 ;0
3/6/2005;$ 2.90; 1,506.12 ; 519.80 ;0
6/6/2005;$ 2.90; 1,486.07 ; 513.32 ;0
7/6/2005;$ 2.90; 1,490.30 ; 514.78 ;0
8/6/2005;$ 2.90; 1,489.29 ; 514.44 ;0
9/6/2005;$ 2.90; 1,450.96 ; 501.20 ;0
10/6/2005;$ 2.90; 1,435.30 ; 495.79 ;0
13/6/2005;$ 2.89; 1,421.25 ; 492.21 ;0
14/6/2005;$ 2.89; 1,435.28 ; 496.64 ;0
15/6/2005;$ 2.89; 1,453.66 ; 503.00 ;0
16/6/2005;$ 2.89; 1,458.70 ; 504.30 ;0
17/6/2005;$ 2.90; 1,443.99 ; 498.79 ;0
21/6/2005;$ 2.88; 1,462.09 ; 507.23 ;0
22/6/2005;$ 2.87; 1,464.80 ; 510.83 ;0
23/6/2005;$ 2.88; 1,439.43 ; 500.67 ;0
24/6/2005;$ 2.89; 1,444.61 ; 500.30 ;0
27/6/2005;$ 2.89; 1,421.25 ; 492.21 ;0
28/6/2005;$ 2.89; 1,419.64 ; 491.22 ;0
29/6/2005;$ 2.89; 1,374.55 ; 475.62 ;0
30/6/2005;$ 2.88; 1,367.41 ; 474.80 ;0
1/7/2005;$ 2.88; 1,361.32 ; 473.09 ;0
4/7/2005;$ 2.87; 1,366.92 ; 475.86 ;0
5/7/2005;$ 2.88; 1,382.08 ; 480.72 ;0
6/7/2005;$ 2.88; 1,356.22 ; 471.73 ;0
7/7/2005;$ 2.87; 1,391.10 ; 484.70 ;0
8/7/2005;$ 2.87; 1,386.77 ; 484.04 ;0
11/7/2005;$ 2.87; 1,410.36 ; 490.99 ;0
12/7/2005;$ 2.88; 1,422.31 ; 494.29 ;0
13/7/2005;$ 2.88; 1,423.36 ; 494.65 ;0
14/7/2005;$ 2.87; 1,466.57 ; 510.56 ;0
15/7/2005;$ 2.88; 1,462.94 ; 508.85 ;0
18/7/2005;$ 2.87; 1,473.03 ; 513.25 ;0
19/7/2005;$ 2.87; 1,492.18 ; 519.92 ;0
20/7/2005;$ 2.87; 1,487.81 ; 518.40 ;0
21/7/2005;$ 2.87; 1,478.99 ; 515.78 ;0
22/7/2005;$ 2.87; 1,481.79 ; 516.75 ;0
25/7/2005;$ 2.87; 1,453.93 ; 506.15 ;0
26/7/2005;$ 2.87; 1,479.65 ; 515.56 ;0
27/7/2005;$ 2.87; 1,502.93 ; 523.21 ;0
28/7/2005;$ 2.87; 1,511.16 ; 527.00 ;0
29/7/2005;$ 2.87; 1,507.59 ; 525.75 ;0
1/8/2005;$ 2.86; 1,522.71 ; 532.42 ;0
2/8/2005;$ 2.85; 1,535.51 ; 538.30 ;0
3/8/2005;$ 2.85; 1,508.23 ; 528.74 ;0
4/8/2005;$ 2.86; 1,526.85 ; 534.80 ;0
5/8/2005;$ 2.85; 1,517.90 ; 532.13 ;0
8/8/2005;$ 2.86; 1,494.00 ; 523.29 ;0
9/8/2005;$ 2.86; 1,504.04 ; 526.35 ;0
10/8/2005;$ 2.86; 1,509.23 ; 527.70 ;0
11/8/2005;$ 2.87; 1,496.59 ; 521.46 ;0
12/8/2005;$ 2.88; 1,479.33 ; 514.10 ;0
16/8/2005;$ 2.88; 1,470.98 ; 511.65 ;0
17/8/2005;$ 2.88; 1,490.84 ; 517.65 ;0
18/8/2005;$ 2.88; 1,484.66 ; 515.06 ;0
19/8/2005;$ 2.90; 1,495.42 ; 515.66 ;0
22/8/2005;$ 2.90; 1,532.64 ; 528.50 ;0
23/8/2005;$ 2.90; 1,525.82 ; 526.14 ;0
24/8/2005;$ 2.91; 1,535.99 ; 528.74 ;0
25/8/2005;$ 2.91; 1,573.08 ; 541.51 ;0
26/8/2005;$ 2.91; 1,564.76 ; 538.18 ;0
29/8/2005;$ 2.91; 1,584.00 ; 544.33 ;0
30/8/2005;$ 2.91; 1,589.42 ; 546.19 ;0
31/8/2005;$ 2.91; 1,581.65 ; 543.52 ;0
1/9/2005;$ 2.90; 1,612.94 ; 556.19 ;0
2/9/2005;$ 2.90; 1,592.68 ; 550.15 ;0
5/9/2005;$ 2.89; 1,610.29 ; 558.16 ;0
6/9/2005;$ 2.89; 1,607.41 ; 555.72 ;0
7/9/2005;$ 2.89; 1,608.03 ; 555.93 ;0
8/9/2005;$ 2.89; 1,615.58 ; 559.02 ;0
9/9/2005;$ 2.91; 1,611.47 ; 554.72 ;0
12/9/2005;$ 2.91; 1,587.40 ; 546.44 ;0
13/9/2005;$ 2.91; 1,589.31 ; 546.62 ;0
14/9/2005;$ 2.91; 1,618.10 ; 557.01 ;0
15/9/2005;$ 2.91; 1,629.56 ; 560.95 ;0
16/9/2005;$ 2.91; 1,628.13 ; 560.46 ;0
19/9/2005;$ 2.91; 1,649.95 ; 567.48 ;0
20/9/2005;$ 2.91; 1,644.19 ; 565.01 ;0
21/9/2005;$ 2.91; 1,658.95 ; 570.09 ;0
22/9/2005;$ 2.91; 1,652.38 ; 567.34 ;0
23/9/2005;$ 2.91; 1,658.84 ; 569.56 ;0
26/9/2005;$ 2.91; 1,663.38 ; 571.61 ;0
27/9/2005;$ 2.91; 1,668.49 ; 573.36 ;0
28/9/2005;$ 2.91; 1,687.78 ; 579.99 ;0
29/9/2005;$ 2.91; 1,709.89 ; 588.10 ;0
30/9/2005;$ 2.90; 1,694.83 ; 583.92 ;0
3/10/2005;$ 2.90; 1,731.33 ; 597.01 ;0
4/10/2005;$ 2.91; 1,687.25 ; 580.81 ;0
5/10/2005;$ 2.91; 1,647.37 ; 565.62 ;0
6/10/2005;$ 2.93; 1,621.02 ; 554.19 ;0
7/10/2005;$ 2.92; 1,655.90 ; 568.06 ;0
11/10/2005;$ 2.92; 1,643.96 ; 562.52 ;0
12/10/2005;$ 2.94; 1,604.56 ; 546.23 ;0
13/10/2005;$ 2.97; 1,586.09 ; 533.59 ;0
14/10/2005;$ 2.96; 1,603.71 ; 542.25 ;0
17/10/2005;$ 2.96; 1,613.68 ; 544.70 ;0
18/10/2005;$ 2.97; 1,589.97 ; 535.34 ;0
19/10/2005;$ 2.97; 1,601.59 ; 538.80 ;0
20/10/2005;$ 2.98; 1,572.69 ; 527.31 ;0
21/10/2005;$ 2.98; 1,593.11 ; 535.05 ;0
24/10/2005;$ 2.97; 1,623.16 ; 546.06 ;0
25/10/2005;$ 2.99; 1,577.02 ; 528.31 ;0
26/10/2005;$ 3.00; 1,609.78 ; 536.59 ;0
27/10/2005;$ 3.02; 1,577.67 ; 522.84 ;0
28/10/2005;$ 3.02; 1,602.63 ; 531.55 ;0
31/10/2005;$ 3.00; 1,608.86 ; 535.84 ;0
1/11/2005;$ 3.00; 1,621.48 ; 541.40 ;0
2/11/2005;$ 2.98; 1,638.95 ; 549.52 ;0
3/11/2005;$ 2.99; 1,683.53 ; 564.00 ;0
4/11/2005;$ 2.99; 1,672.01 ; 559.20 ;0
7/11/2005;$ 2.99; 1,646.92 ; 551.73 ;0
8/11/2005;$ 2.99; 1,615.59 ; 541.24 ;0
9/11/2005;$ 2.99; 1,592.43 ; 533.48 ;0
10/11/2005;$ 2.99; 1,581.28 ; 529.30 ;0
11/11/2005;$ 2.99; 1,592.51 ; 533.50 ;0
14/11/2005;$ 2.98; 1,594.94 ; 534.77 ;0
15/11/2005;$ 2.98; 1,572.84 ; 527.80 ;0
16/11/2005;$ 2.98; 1,584.58 ; 532.18 ;0
17/11/2005;$ 2.98; 1,600.84 ; 537.65 ;0
18/11/2005;$ 2.98; 1,603.75 ; 539.08 ;0
21/11/2005;$ 2.97; 1,606.96 ; 541.52 ;0
22/11/2005;$ 2.97; 1,625.73 ; 547.38 ;0
23/11/2005;$ 2.98; 1,627.38 ; 546.56 ;0
24/11/2005;$ 2.98; 1,631.47 ; 547.47 ;0
25/11/2005;$ 2.99; 1,629.63 ; 545.48 ;0
28/11/2005;$ 3.00; 1,556.52 ; 518.84 ;0
29/11/2005;$ 2.99; 1,533.47 ; 512.87 ;0
30/11/2005;$ 2.98; 1,554.67 ; 522.14 ;0
1/12/2005;$ 2.98; 1,519.86 ; 509.59 ;0
2/12/2005;$ 2.98; 1,543.68 ; 518.01 ;0
5/12/2005;$ 2.99; 1,560.39 ; 521.43 ;0
6/12/2005;$ 2.99; 1,558.67 ; 522.17 ;0
7/12/2005;$ 2.99; 1,525.53 ; 510.64 ;0
9/12/2005;$ 2.99; 1,535.28 ; 513.04 ;0
12/12/2005;$ 3.00; 1,521.89 ; 507.30 ;0
13/12/2005;$ 3.00; 1,515.42 ; 505.14 ;0
14/12/2005;$ 3.01; 1,525.57 ; 506.41 ;0
15/12/2005;$ 3.02; 1,554.99 ; 515.75 ;0
16/12/2005;$ 3.04; 1,524.50 ; 501.89 ;0
19/12/2005;$ 3.03; 1,502.44 ; 495.85 ;0
20/12/2005;$ 3.04; 1,489.36 ; 490.73 ;0
21/12/2005;$ 3.04; 1,491.27 ; 490.15 ;0
22/12/2005;$ 3.05; 1,516.24 ; 497.94 ;0
23/12/2005;$ 3.05; 1,529.12 ; 502.17 ;0
26/12/2005;$ 3.05; 1,550.96 ; 509.35 ;0
27/12/2005;$ 3.07; 1,533.08 ; 499.37 ;0
28/12/2005;$ 3.06; 1,537.59 ; 502.07 ;0
29/12/2005;$ 3.05; 1,543.31 ; 506.83 ;0
2/1/2006;$ 3.05; 1,555.67 ; 510.06 ;0
3/1/2006;$ 3.06; 1,602.00 ; 523.53 ;0
4/1/2006;$ 3.06; 1,610.52 ; 526.74 ;0
5/1/2006;$ 3.07; 1,599.91 ; 520.72 ;0
6/1/2006;$ 3.08; 1,616.29 ; 525.62 ;0
9/1/2006;$ 3.09; 1,621.12 ; 525.48 ;0
10/1/2006;$ 3.08; 1,616.41 ; 525.23 ;0
11/1/2006;$ 3.08; 1,649.67 ; 536.48 ;0
12/1/2006;$ 3.07; 1,638.09 ; 533.15 ;0
13/1/2006;$ 3.08; 1,645.24 ; 534.60 ;0
16/1/2006;$ 3.07; 1,653.63 ; 538.20 ;0
17/1/2006;$ 3.07; 1,661.59 ; 540.79 ;0
18/1/2006;$ 3.08; 1,645.52 ; 534.26 ;0
19/1/2006;$ 3.08; 1,701.18 ; 551.88 ;0
20/1/2006;$ 3.08; 1,701.88 ; 553.46 ;0
23/1/2006;$ 3.07; 1,698.98 ; 553.41 ;0
24/1/2006;$ 3.07; 1,697.92 ; 552.62 ;0
25/1/2006;$ 3.08; 1,708.41 ; 555.58 ;0
26/1/2006;$ 3.08; 1,724.46 ; 559.89 ;0
27/1/2006;$ 3.07; 1,739.83 ; 566.26 ;0
30/1/2006;$ 3.08; 1,771.55 ; 576.11 ;0
31/1/2006;$ 3.07; 1,793.97 ; 583.88 ;0
1/2/2006;$ 3.08; 1,747.15 ; 567.72 ;0
2/2/2006;$ 3.08; 1,699.35 ; 552.63 ;0
3/2/2006;$ 3.08; 1,703.33 ; 553.48 ;0
6/2/2006;$ 3.08; 1,725.78 ; 560.32 ;0
7/2/2006;$ 3.08; 1,695.04 ; 550.34 ;0
8/2/2006;$ 3.08; 1,717.53 ; 557.64 ;0
9/2/2006;$ 3.09; 1,704.83 ; 552.62 ;0
10/2/2006;$ 3.09; 1,695.48 ; 549.59 ;0
13/2/2006;$ 3.09; 1,673.03 ; 541.87 ;0
14/2/2006;$ 3.09; 1,669.70 ; 541.23 ;0
15/2/2006;$ 3.09; 1,669.17 ; 541.06 ;0
16/2/2006;$ 3.09; 1,695.64 ; 548.75 ;0
17/2/2006;$ 3.09; 1,699.49 ; 550.44 ;0
20/2/2006;$ 3.08; 1,721.14 ; 558.36 ;0
21/2/2006;$ 3.08; 1,743.59 ; 565.64 ;0
22/2/2006;$ 3.09; 1,728.20 ; 559.74 ;0
23/2/2006;$ 3.09; 1,714.13 ; 555.18 ;0
24/2/2006;$ 3.09; 1,726.65 ; 559.69 ;0
27/2/2006;$ 3.08; 1,736.22 ; 563.71 ;0
28/2/2006;$ 3.08; 1,714.05 ; 557.41 ;0
1/3/2006;$ 3.07; 1,741.87 ; 567.38 ;0
2/3/2006;$ 3.08; 1,795.22 ; 582.86 ;0
3/3/2006;$ 3.08; 1,823.56 ; 592.06 ;0
6/3/2006;$ 3.08; 1,815.80 ; 590.02 ;0
7/3/2006;$ 3.08; 1,776.48 ; 577.25 ;0
8/3/2006;$ 3.08; 1,776.06 ; 576.18 ;0
9/3/2006;$ 3.08; 1,764.76 ; 572.97 ;0
10/3/2006;$ 3.08; 1,762.56 ; 572.26 ;0
13/3/2006;$ 3.08; 1,771.05 ; 575.02 ;0
14/3/2006;$ 3.09; 1,778.32 ; 576.44 ;0
15/3/2006;$ 3.09; 1,799.10 ; 583.18 ;0
16/3/2006;$ 3.09; 1,817.06 ; 588.05 ;0
17/3/2006;$ 3.09; 1,810.63 ; 585.96 ;0
20/3/2006;$ 3.09; 1,816.95 ; 588.49 ;0
21/3/2006;$ 3.09; 1,806.16 ; 585.47 ;0
22/3/2006;$ 3.10; 1,793.09 ; 579.35 ;0
23/3/2006;$ 3.10; 1,794.12 ; 579.22 ;0
27/3/2006;$ 3.10; 1,816.44 ; 586.42 ;0
28/3/2006;$ 3.10; 1,796.33 ; 580.40 ;0
29/3/2006;$ 3.09; 1,803.94 ; 583.33 ;0
30/3/2006;$ 3.10; 1,810.12 ; 584.85 ;0
31/3/2006;$ 3.09; 1,800.58 ; 582.24 ;0
3/4/2006;$ 3.09; 1,798.69 ; 582.10 ;0
4/4/2006;$ 3.09; 1,819.63 ; 588.88 ;0
5/4/2006;$ 3.10; 1,849.06 ; 597.43 ;0
6/4/2006;$ 3.10; 1,843.62 ; 595.20 ;0
7/4/2006;$ 3.10; 1,830.62 ; 590.52 ;0
10/4/2006;$ 3.09; 1,851.98 ; 598.86 ;0
11/4/2006;$ 3.10; 1,838.35 ; 593.49 ;0
12/4/2006;$ 3.09; 1,850.11 ; 598.26 ;0
17/4/2006;$ 3.09; 1,898.47 ; 613.89 ;0
18/4/2006;$ 3.09; 1,924.80 ; 623.42 ;0
19/4/2006;$ 3.09; 1,912.90 ; 620.06 ;0
20/4/2006;$ 3.09; 1,896.32 ; 613.70 ;0
21/4/2006;$ 3.09; 1,918.73 ; 621.95 ;0
24/4/2006;$ 3.08; 1,943.07 ; 631.89 ;0
25/4/2006;$ 3.07; 1,938.90 ; 632.59 ;0
26/4/2006;$ 3.07; 1,919.74 ; 626.34 ;0
27/4/2006;$ 3.06; 1,869.25 ; 610.37 ;0
28/4/2006;$ 3.06; 1,908.61 ; 623.22 ;0
2/5/2006;$ 3.06; 1,909.80 ; 624.12 ;0
3/5/2006;$ 3.05; 1,855.59 ; 607.89 ;0
4/5/2006;$ 3.05; 1,848.20 ; 606.46 ;0
5/5/2006;$ 3.06; 1,894.48 ; 619.62 ;0
8/5/2006;$ 3.05; 1,872.19 ; 613.33 ;0
9/5/2006;$ 3.06; 1,892.20 ; 618.87 ;0
10/5/2006;$ 3.06; 1,896.21 ; 619.68 ;0
11/5/2006;$ 3.07; 1,857.64 ; 606.08 ;0
12/5/2006;$ 3.07; 1,806.68 ; 589.46 ;0
15/5/2006;$ 3.06; 1,751.75 ; 572.47 ;0
16/5/2006;$ 3.06; 1,744.00 ; 570.40 ;0
17/5/2006;$ 3.07; 1,683.80 ; 548.47 ;0
18/5/2006;$ 3.08; 1,654.02 ; 537.89 ;0
19/5/2006;$ 3.07; 1,655.51 ; 538.82 ;0
22/5/2006;$ 3.08; 1,590.73 ; 516.89 ;0
23/5/2006;$ 3.08; 1,617.19 ; 525.49 ;0
24/5/2006;$ 3.09; 1,578.79 ; 510.94 ;0
26/5/2006;$ 3.09; 1,677.86 ; 543.88 ;0
29/5/2006;$ 3.08; 1,697.98 ; 551.29 ;0
30/5/2006;$ 3.10; 1,638.01 ; 528.82 ;0
31/5/2006;$ 3.10; 1,653.72 ; 534.32 ;0
1/6/2006;$ 3.09; 1,682.76 ; 544.14 ;0
2/6/2006;$ 3.10; 1,693.50 ; 547.17 ;0
5/6/2006;$ 3.09; 1,650.84 ; 533.82 ;0
6/6/2006;$ 3.09; 1,645.40 ; 532.06 ;0
7/6/2006;$ 3.10; 1,619.27 ; 523.19 ;0
8/6/2006;$ 3.10; 1,605.29 ; 518.25 ;0
9/6/2006;$ 3.10; 1,584.39 ; 511.51 ;0
12/6/2006;$ 3.10; 1,512.08 ; 488.16 ;0
13/6/2006;$ 3.10; 1,497.17 ; 482.96 ;0
14/6/2006;$ 3.10; 1,509.57 ; 486.96 ;0
15/6/2006;$ 3.10; 1,576.94 ; 508.69 ;0
16/6/2006;$ 3.10; 1,578.49 ; 509.19 ;0
21/6/2006;$ 3.09; 1,579.39 ; 510.72 ;0
22/6/2006;$ 3.10; 1,577.72 ; 509.76 ;0
23/6/2006;$ 3.10; 1,589.12 ; 512.62 ;0
26/6/2006;$ 3.10; 1,621.15 ; 522.95 ;0
27/6/2006;$ 3.10; 1,598.73 ; 515.30 ;0
28/6/2006;$ 3.11; 1,632.26 ; 525.69 ;0
29/6/2006;$ 3.11; 1,689.65 ; 544.17 ;0
30/6/2006;$ 3.10; 1,711.09 ; 551.96 ;0
3/7/2006;$ 3.09; 1,725.78 ; 558.50 ;0
4/7/2006;$ 3.09; 1,725.53 ; 558.42 ;0
5/7/2006;$ 3.10; 1,700.21 ; 549.34 ;0
6/7/2006;$ 3.10; 1,714.42 ; 553.04 ;0
7/7/2006;$ 3.10; 1,704.68 ; 549.90 ;0
10/7/2006;$ 3.09; 1,703.70 ; 551.36 ;0
11/7/2006;$ 3.10; 1,720.77 ; 555.09 ;0
12/7/2006;$ 3.10; 1,701.44 ; 548.41 ;0
13/7/2006;$ 3.11; 1,644.03 ; 528.63 ;0
14/7/2006;$ 3.11; 1,654.46 ; 531.98 ;0
17/7/2006;$ 3.11; 1,612.89 ; 519.03 ;0
18/7/2006;$ 3.11; 1,612.71 ; 518.56 ;0
19/7/2006;$ 3.11; 1,662.52 ; 534.57 ;0
20/7/2006;$ 3.11; 1,638.73 ; 526.92 ;0
21/7/2006;$ 3.11; 1,620.45 ; 521.46 ;0
24/7/2006;$ 3.10; 1,666.07 ; 537.01 ;0
25/7/2006;$ 3.10; 1,682.51 ; 542.31 ;0
26/7/2006;$ 3.10; 1,686.37 ; 543.55 ;0
27/7/2006;$ 3.11; 1,681.37 ; 541.50 ;0
28/7/2006;$ 3.11; 1,689.65 ; 544.17 ;0
31/7/2006;$ 3.11; 1,701.58 ; 548.01 ;0
1/8/2006;$ 3.10; 1,696.79 ; 547.79 ;0
2/8/2006;$ 3.10; 1,714.60 ; 553.54 ;0
3/8/2006;$ 3.10; 1,715.96 ; 553.09 ;0
4/8/2006;$ 3.10; 1,683.90 ; 543.19 ;0
7/8/2006;$ 3.10; 1,663.04 ; 537.33 ;0
8/8/2006;$ 3.10; 1,646.97 ; 532.14 ;0
9/8/2006;$ 3.10; 1,633.26 ; 527.71 ;0
10/8/2006;$ 3.10; 1,632.80 ; 527.56 ;0
11/8/2006;$ 3.09; 1,618.88 ; 523.49 ;0
14/8/2006;$ 3.09; 1,592.08 ; 514.82 ;0
15/8/2006;$ 3.10; 1,623.74 ; 523.79 ;0
16/8/2006;$ 3.10; 1,634.10 ; 527.55 ;0
17/8/2006;$ 3.10; 1,629.75 ; 526.15 ;0
18/8/2006;$ 3.10; 1,655.87 ; 535.01 ;0
22/8/2006;$ 3.09; 1,669.63 ; 539.90 ;0
23/8/2006;$ 3.09; 1,648.80 ; 533.59 ;0
24/8/2006;$ 3.09; 1,657.27 ; 535.90 ;0
25/8/2006;$ 3.10; 1,676.81 ; 541.34 ;0
28/8/2006;$ 3.10; 1,669.82 ; 538.22 ;0
29/8/2006;$ 3.10; 1,673.45 ; 539.82 ;0
30/8/2006;$ 3.10; 1,660.44 ; 535.63 ;0
31/8/2006;$ 3.10; 1,662.84 ; 536.40 ;0
1/9/2006;$ 3.10; 1,677.85 ; 541.68 ;0
4/9/2006;$ 3.10; 1,677.49 ; 541.56 ;0
5/9/2006;$ 3.10; 1,679.57 ; 541.80 ;0
6/9/2006;$ 3.11; 1,654.76 ; 532.93 ;0
7/9/2006;$ 3.11; 1,650.16 ; 531.45 ;0
8/9/2006;$ 3.10; 1,632.68 ; 526.25 ;0
11/9/2006;$ 3.10; 1,590.46 ; 512.64 ;0
12/9/2006;$ 3.11; 1,608.76 ; 518.12 ;0
13/9/2006;$ 3.11; 1,632.14 ; 525.23 ;0
14/9/2006;$ 3.12; 1,630.83 ; 523.12 ;0
15/9/2006;$ 3.11; 1,627.75 ; 522.97 ;0
18/9/2006;$ 3.12; 1,662.32 ; 533.65 ;0
19/9/2006;$ 3.12; 1,650.86 ; 529.97 ;0
20/9/2006;$ 3.12; 1,660.94 ; 532.35 ;0
21/9/2006;$ 3.13; 1,648.49 ; 527.10 ;0
22/9/2006;$ 3.13; 1,638.45 ; 524.30 ;0
25/9/2006;$ 3.13; 1,613.90 ; 516.04 ;0
26/9/2006;$ 3.12; 1,638.07 ; 525.02 ;0
27/9/2006;$ 3.12; 1,644.72 ; 527.15 ;0
28/9/2006;$ 3.12; 1,657.44 ; 530.81 ;0
29/9/2006;$ 3.12; 1,637.27 ; 524.77 ;0
2/10/2006;$ 3.12; 1,651.08 ; 529.62 ;0
3/10/2006;$ 3.12; 1,627.61 ; 522.09 ;0
4/10/2006;$ 3.12; 1,641.40 ; 525.67 ;0
5/10/2006;$ 3.12; 1,653.27 ; 529.47 ;0
6/10/2006;$ 3.12; 1,644.93 ; 527.22 ;0
9/10/2006;$ 3.12; 1,651.07 ; 528.77 ;0
10/10/2006;$ 3.12; 1,644.71 ; 526.73 ;0
11/10/2006;$ 3.13; 1,630.14 ; 521.64 ;0
13/10/2006;$ 3.13; 1,664.57 ; 532.24 ;0
17/10/2006;$ 3.12; 1,673.40 ; 535.92 ;0
18/10/2006;$ 3.12; 1,692.02 ; 542.75 ;0
19/10/2006;$ 3.12; 1,702.63 ; 545.71 ;0
20/10/2006;$ 3.13; 1,701.60 ; 544.51 ;0
23/10/2006;$ 3.12; 1,701.67 ; 544.97 ;0
24/10/2006;$ 3.12; 1,723.70 ; 552.03 ;0
25/10/2006;$ 3.13; 1,765.66 ; 564.11 ;0
26/10/2006;$ 3.13; 1,776.19 ; 567.93 ;0
27/10/2006;$ 3.12; 1,784.60 ; 571.53 ;0
30/10/2006;$ 3.12; 1,768.49 ; 566.82 ;0
31/10/2006;$ 3.11; 1,781.68 ; 572.43 ;0
