date;USD; MERV ; MERV_USD ;CRISIS
3/1/2000;$ 1.00; 551.83 ; 551.83 ;0
4/1/2000;$ 1.00; 522.97 ; 522.97 ;0
5/1/2000;$ 1.00; 532.68 ; 532.68 ;0
6/1/2000;$ 1.00; 528.47 ; 528.47 ;0
7/1/2000;$ 1.00; 522.12 ; 522.12 ;0
10/1/2000;$ 1.00; 519.97 ; 519.97 ;0
11/1/2000;$ 1.00; 520.89 ; 520.89 ;0
12/1/2000;$ 1.00; 518.70 ; 518.70 ;0
13/1/2000;$ 1.00; 560.07 ; 560.07 ;0
14/1/2000;$ 1.00; 566.08 ; 566.08 ;0
17/1/2000;$ 1.00; 567.74 ; 567.74 ;0
18/1/2000;$ 1.00; 577.90 ; 577.90 ;0
19/1/2000;$ 1.00; 581.52 ; 581.52 ;0
20/1/2000;$ 1.00; 578.77 ; 578.77 ;0
21/1/2000;$ 1.00; 570.00 ; 570.00 ;0
24/1/2000;$ 1.00; 568.17 ; 568.17 ;0
25/1/2000;$ 1.00; 563.50 ; 563.50 ;0
26/1/2000;$ 1.00; 581.90 ; 581.90 ;0
27/1/2000;$ 1.00; 580.60 ; 580.60 ;0
28/1/2000;$ 1.00; 568.75 ; 568.75 ;0
31/1/2000;$ 1.00; 566.28 ; 566.28 ;0
1/2/2000;$ 1.00; 574.00 ; 574.00 ;0
2/2/2000;$ 1.00; 576.68 ; 576.68 ;0
3/2/2000;$ 1.00; 590.11 ; 590.11 ;0
4/2/2000;$ 1.00; 599.13 ; 599.13 ;0
7/2/2000;$ 1.00; 605.56 ; 605.56 ;0
8/2/2000;$ 1.00; 619.55 ; 619.55 ;0
9/2/2000;$ 1.00; 619.34 ; 619.34 ;0
10/2/2000;$ 1.00; 640.63 ; 640.63 ;0
11/2/2000;$ 1.00; 637.03 ; 637.03 ;0
14/2/2000;$ 1.00; 634.09 ; 634.09 ;0
15/2/2000;$ 1.00; 630.70 ; 630.70 ;0
16/2/2000;$ 1.00; 629.52 ; 629.52 ;0
17/2/2000;$ 1.00; 630.21 ; 630.21 ;0
18/2/2000;$ 1.00; 618.70 ; 618.70 ;0
21/2/2000;$ 1.00; 621.83 ; 621.83 ;0
22/2/2000;$ 1.00; 621.47 ; 621.47 ;0
23/2/2000;$ 1.00; 626.69 ; 626.69 ;0
24/2/2000;$ 1.00; 636.22 ; 636.22 ;0
25/2/2000;$ 1.00; 636.39 ; 636.39 ;0
28/2/2000;$ 1.00; 634.60 ; 634.60 ;0
29/2/2000;$ 1.00; 631.64 ; 631.64 ;0
1/3/2000;$ 1.00; 627.41 ; 627.41 ;0
2/3/2000;$ 1.00; 639.37 ; 639.37 ;0
3/3/2000;$ 1.00; 645.29 ; 645.29 ;0
6/3/2000;$ 1.00; 630.49 ; 630.49 ;0
7/3/2000;$ 1.00; 617.78 ; 617.78 ;0
8/3/2000;$ 1.00; 617.20 ; 617.20 ;0
9/3/2000;$ 1.00; 618.17 ; 618.17 ;0
10/3/2000;$ 1.00; 609.98 ; 609.98 ;0
13/3/2000;$ 1.00; 606.58 ; 606.58 ;0
14/3/2000;$ 1.00; 609.08 ; 609.08 ;0
15/3/2000;$ 1.00; 606.13 ; 606.13 ;0
16/3/2000;$ 1.00; 616.99 ; 616.99 ;0
17/3/2000;$ 1.00; 606.17 ; 606.17 ;0
20/3/2000;$ 1.00; 602.45 ; 602.45 ;0
21/3/2000;$ 1.00; 593.65 ; 593.65 ;0
22/3/2000;$ 1.00; 597.66 ; 597.66 ;0
23/3/2000;$ 1.00; 605.35 ; 605.35 ;0
24/3/2000;$ 1.00; 607.99 ; 607.99 ;0
27/3/2000;$ 1.00; 603.27 ; 603.27 ;0
28/3/2000;$ 1.00; 588.93 ; 588.93 ;0
29/3/2000;$ 1.00; 583.42 ; 583.42 ;0
30/3/2000;$ 1.00; 576.53 ; 576.53 ;0
31/3/2000;$ 1.00; 569.24 ; 569.24 ;0
3/4/2000;$ 1.00; 566.08 ; 566.08 ;0
4/4/2000;$ 1.00; 558.00 ; 558.00 ;0
5/4/2000;$ 1.00; 548.27 ; 548.27 ;0
6/4/2000;$ 1.00; 559.51 ; 559.51 ;0
7/4/2000;$ 1.00; 575.59 ; 575.59 ;0
10/4/2000;$ 1.00; 567.36 ; 567.36 ;0
11/4/2000;$ 1.00; 559.08 ; 559.08 ;0
12/4/2000;$ 1.00; 553.37 ; 553.37 ;0
13/4/2000;$ 1.00; 541.98 ; 541.98 ;0
14/4/2000;$ 1.00; 509.28 ; 509.28 ;0
17/4/2000;$ 1.00; 508.93 ; 508.93 ;0
18/4/2000;$ 1.00; 517.30 ; 517.30 ;0
19/4/2000;$ 1.00; 508.88 ; 508.88 ;0
24/4/2000;$ 1.00; 505.61 ; 505.61 ;0
25/4/2000;$ 1.00; 515.69 ; 515.69 ;0
26/4/2000;$ 1.00; 514.01 ; 514.01 ;0
27/4/2000;$ 1.00; 505.89 ; 505.89 ;0
28/4/2000;$ 1.00; 509.51 ; 509.51 ;0
2/5/2000;$ 1.00; 511.03 ; 511.03 ;0
3/5/2000;$ 1.00; 491.87 ; 491.87 ;0
4/5/2000;$ 1.00; 492.78 ; 492.78 ;0
5/5/2000;$ 1.00; 487.44 ; 487.44 ;0
8/5/2000;$ 1.00; 475.70 ; 475.70 ;0
9/5/2000;$ 1.00; 483.77 ; 483.77 ;0
10/5/2000;$ 1.00; 457.86 ; 457.86 ;0
11/5/2000;$ 1.00; 457.39 ; 457.39 ;0
12/5/2000;$ 1.00; 460.13 ; 460.13 ;0
15/5/2000;$ 1.00; 472.18 ; 472.18 ;0
16/5/2000;$ 1.00; 472.07 ; 472.07 ;0
17/5/2000;$ 1.00; 461.48 ; 461.48 ;0
18/5/2000;$ 1.00; 454.66 ; 454.66 ;0
19/5/2000;$ 1.00; 425.63 ; 425.63 ;0
22/5/2000;$ 1.00; 429.82 ; 429.82 ;0
23/5/2000;$ 1.00; 426.12 ; 426.12 ;0
24/5/2000;$ 1.00; 445.60 ; 445.38 ;0
26/5/2000;$ 1.00; 457.67 ; 457.49 ;0
29/5/2000;$ 1.00; 456.04 ; 455.72 ;0
30/5/2000;$ 1.00; 472.69 ; 472.26 ;0
31/5/2000;$ 1.00; 464.30 ; 463.84 ;0
1/6/2000;$ 1.00; 472.76 ; 472.43 ;0
2/6/2000;$ 1.00; 501.37 ; 500.82 ;0
5/6/2000;$ 1.00; 495.30 ; 494.76 ;0
6/6/2000;$ 1.00; 484.87 ; 484.39 ;0
7/6/2000;$ 1.00; 491.04 ; 491.04 ;0
8/6/2000;$ 1.00; 487.84 ; 487.94 ;0
9/6/2000;$ 1.00; 490.07 ; 490.07 ;0
12/6/2000;$ 1.00; 488.22 ; 488.32 ;0
13/6/2000;$ 1.00; 499.32 ; 499.52 ;0
14/6/2000;$ 1.00; 502.20 ; 502.25 ;0
15/6/2000;$ 1.00; 500.52 ; 501.12 ;0
16/6/2000;$ 1.00; 485.40 ; 485.98 ;0
20/6/2000;$ 1.00; 483.82 ; 484.11 ;0
21/6/2000;$ 1.00; 484.77 ; 484.96 ;0
22/6/2000;$ 1.00; 478.42 ; 478.85 ;0
23/6/2000;$ 1.00; 476.03 ; 476.75 ;0
26/6/2000;$ 1.00; 469.19 ; 469.66 ;0
27/6/2000;$ 1.00; 475.89 ; 476.18 ;0
28/6/2000;$ 1.00; 486.61 ; 487.10 ;0
29/6/2000;$ 1.00; 487.18 ; 487.81 ;0
30/6/2000;$ 1.00; 496.90 ; 497.65 ;0
3/7/2000;$ 1.00; 513.90 ; 514.88 ;0
4/7/2000;$ 1.00; 520.44 ; 521.43 ;0
5/7/2000;$ 1.00; 522.58 ; 523.89 ;0
6/7/2000;$ 1.00; 530.95 ; 532.28 ;0
7/7/2000;$ 1.00; 534.51 ; 535.53 ;0
10/7/2000;$ 1.00; 533.83 ; 534.36 ;0
11/7/2000;$ 1.00; 535.78 ; 536.42 ;0
12/7/2000;$ 1.00; 544.79 ; 545.34 ;0
13/7/2000;$ 1.00; 536.11 ; 536.86 ;0
14/7/2000;$ 1.00; 545.68 ; 546.77 ;0
17/7/2000;$ 1.00; 540.05 ; 541.13 ;0
18/7/2000;$ 1.00; 529.72 ; 530.52 ;0
19/7/2000;$ 1.00; 524.44 ; 525.12 ;0
20/7/2000;$ 1.00; 528.53 ; 529.43 ;0
21/7/2000;$ 1.00; 519.97 ; 520.91 ;0
24/7/2000;$ 1.00; 518.18 ; 518.91 ;0
25/7/2000;$ 1.00; 517.44 ; 517.96 ;0
26/7/2000;$ 1.00; 514.64 ; 515.31 ;0
27/7/2000;$ 1.00; 508.64 ; 509.25 ;0
28/7/2000;$ 1.00; 497.00 ; 497.50 ;0
31/7/2000;$ 1.00; 502.01 ; 502.46 ;0
1/8/2000;$ 1.00; 488.84 ; 489.33 ;0
2/8/2000;$ 1.00; 488.85 ; 489.29 ;0
3/8/2000;$ 1.00; 484.92 ; 485.26 ;0
4/8/2000;$ 1.00; 486.26 ; 486.99 ;0
7/8/2000;$ 1.00; 490.77 ; 491.46 ;0
8/8/2000;$ 1.00; 494.59 ; 495.04 ;0
9/8/2000;$ 1.00; 496.46 ; 496.96 ;0
10/8/2000;$ 1.00; 493.23 ; 493.72 ;0
11/8/2000;$ 1.00; 491.99 ; 492.53 ;0
14/8/2000;$ 1.00; 488.57 ; 489.16 ;0
15/8/2000;$ 1.00; 478.94 ; 479.42 ;0
16/8/2000;$ 1.00; 473.31 ; 473.78 ;0
17/8/2000;$ 1.00; 477.09 ; 477.57 ;0
18/8/2000;$ 1.00; 463.26 ; 463.72 ;0
22/8/2000;$ 1.00; 460.19 ; 460.56 ;0
23/8/2000;$ 1.00; 467.64 ; 467.97 ;0
24/8/2000;$ 1.00; 470.51 ; 470.70 ;0
25/8/2000;$ 1.00; 475.24 ; 475.57 ;0
28/8/2000;$ 1.00; 475.31 ; 475.55 ;0
29/8/2000;$ 1.00; 472.99 ; 473.51 ;0
30/8/2000;$ 1.00; 475.96 ; 476.34 ;0
31/8/2000;$ 1.00; 474.66 ; 475.28 ;0
1/9/2000;$ 1.00; 496.41 ; 497.40 ;0
4/9/2000;$ 1.00; 500.80 ; 501.35 ;0
5/9/2000;$ 1.00; 495.62 ; 496.36 ;0
6/9/2000;$ 1.00; 496.26 ; 497.25 ;0
7/9/2000;$ 1.00; 497.31 ; 497.96 ;0
8/9/2000;$ 1.00; 488.43 ; 489.31 ;0
11/9/2000;$ 1.00; 487.07 ; 487.70 ;0
12/9/2000;$ 1.00; 484.64 ; 485.22 ;0
13/9/2000;$ 1.00; 484.54 ; 485.03 ;0
14/9/2000;$ 1.00; 490.15 ; 490.79 ;0
15/9/2000;$ 1.00; 487.90 ; 488.29 ;0
18/9/2000;$ 1.00; 478.86 ; 479.53 ;0
19/9/2000;$ 1.00; 480.28 ; 480.95 ;0
20/9/2000;$ 1.00; 475.55 ; 475.93 ;0
21/9/2000;$ 1.00; 476.99 ; 477.47 ;0
22/9/2000;$ 1.00; 483.52 ; 483.71 ;0
25/9/2000;$ 1.00; 483.97 ; 484.26 ;0
26/9/2000;$ 1.00; 475.77 ; 476.15 ;0
27/9/2000;$ 1.00; 473.09 ; 473.37 ;0
28/9/2000;$ 1.00; 477.48 ; 478.05 ;0
29/9/2000;$ 1.00; 475.42 ; 475.94 ;0
2/10/2000;$ 1.00; 475.26 ; 475.97 ;0
3/10/2000;$ 1.00; 473.94 ; 474.79 ;0
4/10/2000;$ 1.00; 476.77 ; 477.01 ;0
5/10/2000;$ 1.00; 472.34 ; 472.91 ;0
6/10/2000;$ 1.00; 464.98 ; 465.40 ;0
9/10/2000;$ 1.00; 456.12 ; 456.44 ;0
10/10/2000;$ 1.00; 449.09 ; 449.31 ;0
11/10/2000;$ 1.00; 442.49 ; 442.67 ;0
12/10/2000;$ 1.00; 435.09 ; 435.31 ;0
13/10/2000;$ 1.00; 436.90 ; 437.07 ;0
17/10/2000;$ 1.00; 419.06 ; 419.27 ;0
18/10/2000;$ 1.00; 414.29 ; 414.25 ;0
19/10/2000;$ 1.00; 432.24 ; 432.33 ;0
20/10/2000;$ 1.00; 425.13 ; 425.09 ;0
23/10/2000;$ 1.00; 415.20 ; 415.32 ;0
24/10/2000;$ 1.00; 414.50 ; 414.71 ;0
25/10/2000;$ 1.00; 396.55 ; 396.47 ;0
26/10/2000;$ 1.00; 412.62 ; 412.58 ;0
27/10/2000;$ 1.00; 436.77 ; 436.73 ;0
30/10/2000;$ 1.00; 433.25 ; 433.03 ;0
31/10/2000;$ 1.00; 440.90 ; 440.90 ;0
1/11/2000;$ 1.00; 430.90 ; 431.12 ;0
2/11/2000;$ 1.00; 436.75 ; 436.92 ;0
3/11/2000;$ 1.00; 427.81 ; 427.98 ;0
7/11/2000;$ 1.00; 432.36 ; 432.45 ;0
8/11/2000;$ 1.00; 424.79 ; 424.92 ;0
9/11/2000;$ 1.00; 429.23 ; 429.44 ;0
10/11/2000;$ 1.00; 434.50 ; 434.46 ;0
13/11/2000;$ 1.00; 440.69 ; 440.65 ;0
14/11/2000;$ 1.00; 442.42 ; 442.38 ;0
15/11/2000;$ 1.00; 436.89 ; 437.15 ;0
16/11/2000;$ 1.00; 432.30 ; 432.69 ;0
17/11/2000;$ 1.00; 424.40 ; 424.53 ;0
20/11/2000;$ 1.00; 426.26 ; 426.30 ;0
21/11/2000;$ 1.00; 425.44 ; 425.61 ;0
22/11/2000;$ 1.00; 413.84 ; 413.96 ;0
23/11/2000;$ 1.00; 414.68 ; 414.72 ;0
24/11/2000;$ 1.00; 418.07 ; 418.07 ;0
27/11/2000;$ 1.00; 418.02 ; 417.94 ;0
28/11/2000;$ 1.00; 406.49 ; 406.25 ;0
29/11/2000;$ 1.00; 410.63 ; 410.55 ;0
30/11/2000;$ 1.00; 399.49 ; 399.29 ;0
1/12/2000;$ 1.00; 402.33 ; 402.53 ;0
4/12/2000;$ 1.00; 399.59 ; 399.75 ;0
5/12/2000;$ 1.00; 413.67 ; 413.84 ;0
6/12/2000;$ 1.00; 410.43 ; 410.55 ;0
7/12/2000;$ 1.00; 411.27 ; 411.23 ;0
11/12/2000;$ 1.00; 417.10 ; 416.97 ;0
12/12/2000;$ 1.00; 421.01 ; 420.80 ;0
13/12/2000;$ 1.00; 416.15 ; 416.11 ;0
14/12/2000;$ 1.00; 409.60 ; 409.48 ;0
15/12/2000;$ 1.00; 405.15 ; 405.15 ;0
18/12/2000;$ 1.00; 406.63 ; 406.39 ;0
19/12/2000;$ 1.00; 412.13 ; 411.92 ;0
20/12/2000;$ 1.00; 404.68 ; 404.60 ;0
21/12/2000;$ 1.00; 416.06 ; 415.98 ;0
22/12/2000;$ 1.00; 420.37 ; 419.99 ;0
26/12/2000;$ 1.00; 420.06 ; 419.60 ;0
27/12/2000;$ 1.00; 419.97 ; 418.71 ;0
28/12/2000;$ 1.00; 416.77 ; 416.15 ;0
2/1/2001;$ 1.00; 418.70 ; 418.20 ;0
3/1/2001;$ 1.00; 448.89 ; 449.07 ;0
4/1/2001;$ 1.00; 459.55 ; 460.01 ;0
5/1/2001;$ 1.00; 464.08 ; 464.68 ;0
8/1/2001;$ 1.00; 465.98 ; 466.63 ;0
9/1/2001;$ 1.00; 492.45 ; 492.94 ;0
10/1/2001;$ 1.00; 494.45 ; 494.99 ;0
11/1/2001;$ 1.00; 501.54 ; 501.84 ;0
12/1/2001;$ 1.00; 499.55 ; 500.05 ;0
15/1/2001;$ 1.00; 503.48 ; 503.78 ;0
16/1/2001;$ 1.00; 503.15 ; 503.50 ;0
17/1/2001;$ 1.00; 510.58 ; 510.99 ;0
18/1/2001;$ 1.00; 524.33 ; 524.91 ;0
19/1/2001;$ 1.00; 526.80 ; 527.49 ;0
22/1/2001;$ 1.00; 527.73 ; 528.36 ;0
23/1/2001;$ 1.00; 539.20 ; 539.74 ;0
24/1/2001;$ 1.00; 532.88 ; 533.41 ;0
25/1/2001;$ 1.00; 527.19 ; 527.93 ;0
26/1/2001;$ 1.00; 525.19 ; 525.87 ;0
29/1/2001;$ 1.00; 530.29 ; 530.50 ;0
30/1/2001;$ 1.00; 531.50 ; 531.71 ;0
31/1/2001;$ 1.00; 532.80 ; 533.17 ;0
1/2/2001;$ 1.00; 528.00 ; 528.53 ;0
2/2/2001;$ 1.00; 517.79 ; 518.31 ;0
5/2/2001;$ 1.00; 510.63 ; 511.29 ;0
6/2/2001;$ 1.00; 512.79 ; 513.30 ;0
7/2/2001;$ 1.00; 503.92 ; 504.37 ;0
8/2/2001;$ 1.00; 509.85 ; 510.36 ;0
9/2/2001;$ 1.00; 504.46 ; 504.86 ;0
12/2/2001;$ 1.00; 506.79 ; 507.65 ;0
13/2/2001;$ 1.00; 500.84 ; 501.34 ;0
14/2/2001;$ 1.00; 494.92 ; 495.91 ;0
15/2/2001;$ 1.00; 494.09 ; 494.83 ;0
16/2/2001;$ 1.00; 483.15 ; 484.36 ;0
19/2/2001;$ 1.00; 485.26 ; 485.65 ;0
20/2/2001;$ 1.00; 469.99 ; 470.27 ;0
21/2/2001;$ 1.00; 450.14 ; 450.37 ;0
22/2/2001;$ 1.00; 459.71 ; 459.89 ;0
23/2/2001;$ 1.00; 460.41 ; 460.69 ;0
26/2/2001;$ 1.00; 455.13 ; 455.45 ;0
27/2/2001;$ 1.00; 446.38 ; 446.65 ;0
28/2/2001;$ 1.00; 435.85 ; 435.98 ;0
1/3/2001;$ 1.00; 439.60 ; 439.47 ;0
2/3/2001;$ 1.00; 448.81 ; 448.59 ;0
5/3/2001;$ 1.00; 485.17 ; 484.88 ;0
6/3/2001;$ 1.00; 476.31 ; 475.74 ;0
7/3/2001;$ 1.00; 479.02 ; 478.45 ;0
8/3/2001;$ 1.00; 477.52 ; 477.00 ;0
9/3/2001;$ 1.00; 477.29 ; 476.58 ;0
12/3/2001;$ 1.00; 466.02 ; 465.00 ;0
13/3/2001;$ 1.00; 463.92 ; 463.23 ;0
14/3/2001;$ 1.00; 449.60 ; 448.26 ;0
15/3/2001;$ 1.00; 451.58 ; 450.00 ;0
16/3/2001;$ 1.01; 442.99 ; 439.47 ;0
19/3/2001;$ 1.01; 434.41 ; 429.26 ;0
20/3/2001;$ 1.01; 431.65 ; 426.53 ;0
21/3/2001;$ 1.01; 428.08 ; 424.26 ;0
22/3/2001;$ 1.01; 404.12 ; 401.91 ;0
23/3/2001;$ 1.01; 429.25 ; 427.11 ;0
26/3/2001;$ 1.00; 451.38 ; 450.48 ;0
27/3/2001;$ 1.00; 460.12 ; 458.74 ;0
28/3/2001;$ 1.00; 453.97 ; 453.06 ;0
29/3/2001;$ 1.00; 443.38 ; 443.47 ;0
30/3/2001;$ 1.00; 443.81 ; 442.92 ;0
3/4/2001;$ 1.00; 432.64 ; 432.64 ;0
4/4/2001;$ 1.00; 431.03 ; 431.89 ;0
5/4/2001;$ 1.00; 448.80 ; 449.25 ;0
6/4/2001;$ 1.00; 452.94 ; 453.53 ;0
9/4/2001;$ 1.00; 463.00 ; 463.00 ;0
10/4/2001;$ 1.00; 462.99 ; 463.59 ;0
11/4/2001;$ 1.00; 456.16 ; 456.85 ;0
16/4/2001;$ 1.00; 444.27 ; 444.71 ;0
17/4/2001;$ 1.00; 448.24 ; 448.46 ;0
18/4/2001;$ 1.00; 467.15 ; 467.38 ;0
19/4/2001;$ 1.00; 448.28 ; 448.28 ;0
20/4/2001;$ 1.00; 420.16 ; 420.08 ;0
23/4/2001;$ 1.00; 411.53 ; 410.30 ;0
24/4/2001;$ 1.00; 420.32 ; 419.56 ;0
25/4/2001;$ 1.00; 420.78 ; 419.94 ;0
26/4/2001;$ 1.00; 437.42 ; 437.20 ;0
27/4/2001;$ 1.00; 449.36 ; 449.36 ;0
30/4/2001;$ 1.00; 435.63 ; 435.54 ;0
2/5/2001;$ 1.00; 433.40 ; 433.57 ;0
3/5/2001;$ 1.00; 431.18 ; 431.27 ;0
4/5/2001;$ 1.00; 442.28 ; 442.41 ;0
7/5/2001;$ 1.00; 444.09 ; 444.98 ;0
8/5/2001;$ 1.00; 429.03 ; 429.89 ;0
9/5/2001;$ 1.00; 431.28 ; 432.36 ;0
10/5/2001;$ 1.00; 431.09 ; 431.95 ;0
11/5/2001;$ 1.00; 419.43 ; 420.27 ;0
14/5/2001;$ 1.00; 415.60 ; 416.02 ;0
15/5/2001;$ 1.00; 419.01 ; 419.22 ;0
16/5/2001;$ 1.00; 429.72 ; 429.63 ;0
17/5/2001;$ 1.00; 432.41 ; 432.32 ;0
18/5/2001;$ 1.00; 428.05 ; 428.22 ;0
21/5/2001;$ 1.00; 435.47 ; 435.47 ;0
22/5/2001;$ 1.00; 436.80 ; 437.46 ;0
23/5/2001;$ 1.00; 440.68 ; 441.12 ;0
24/5/2001;$ 1.00; 440.73 ; 441.08 ;0
28/5/2001;$ 1.00; 436.68 ; 436.64 ;0
29/5/2001;$ 1.00; 430.21 ; 430.30 ;0
30/5/2001;$ 1.00; 427.92 ; 427.92 ;0
31/5/2001;$ 1.00; 439.22 ; 439.44 ;0
1/6/2001;$ 1.00; 435.80 ; 436.02 ;0
4/6/2001;$ 1.00; 443.73 ; 444.26 ;0
5/6/2001;$ 1.00; 442.90 ; 443.17 ;0
6/6/2001;$ 1.00; 439.19 ; 439.10 ;0
7/6/2001;$ 1.00; 450.98 ; 451.12 ;0
8/6/2001;$ 1.00; 451.40 ; 451.54 ;0
11/6/2001;$ 1.00; 445.51 ; 446.18 ;0
12/6/2001;$ 1.00; 450.21 ; 451.38 ;0
13/6/2001;$ 1.00; 445.75 ; 446.20 ;0
14/6/2001;$ 1.00; 438.72 ; 438.98 ;0
15/6/2001;$ 1.00; 438.22 ; 438.57 ;0
19/6/2001;$ 1.00; 418.08 ; 417.91 ;0
20/6/2001;$ 1.00; 419.55 ; 419.30 ;0
21/6/2001;$ 1.00; 423.76 ; 423.34 ;0
22/6/2001;$ 1.00; 415.67 ; 415.21 ;0
25/6/2001;$ 1.00; 425.81 ; 425.30 ;0
26/6/2001;$ 1.00; 420.53 ; 420.24 ;0
27/6/2001;$ 1.00; 417.16 ; 417.08 ;0
28/6/2001;$ 1.00; 409.64 ; 409.52 ;0
29/6/2001;$ 1.00; 402.25 ; 401.81 ;0
2/7/2001;$ 1.00; 406.16 ; 405.92 ;0
3/7/2001;$ 1.00; 389.11 ; 389.03 ;0
4/7/2001;$ 1.00; 385.96 ; 384.81 ;0
5/7/2001;$ 1.00; 372.74 ; 371.63 ;0
6/7/2001;$ 1.01; 369.81 ; 367.60 ;0
10/7/2001;$ 1.01; 347.11 ; 345.38 ;0
11/7/2001;$ 1.02; 339.36 ; 334.02 ;0
12/7/2001;$ 1.04; 311.65 ; 301.11 ;0
13/7/2001;$ 1.02; 329.08 ; 322.63 ;0
16/7/2001;$ 1.00; 323.96 ; 322.99 ;0
17/7/2001;$ 1.00; 339.67 ; 339.94 ;0
18/7/2001;$ 1.01; 325.25 ; 322.67 ;0
19/7/2001;$ 1.00; 319.79 ; 319.76 ;0
20/7/2001;$ 1.00; 334.11 ; 332.94 ;0
23/7/2001;$ 1.00; 337.69 ; 336.68 ;0
24/7/2001;$ 1.00; 325.77 ; 324.73 ;0
25/7/2001;$ 1.00; 330.26 ; 329.11 ;0
26/7/2001;$ 1.00; 322.08 ; 320.80 ;0
27/7/2001;$ 1.01; 322.80 ; 319.92 ;0
30/7/2001;$ 1.00; 319.85 ; 318.58 ;0
31/7/2001;$ 1.01; 320.79 ; 319.19 ;0
1/8/2001;$ 1.00; 307.08 ; 305.86 ;0
2/8/2001;$ 1.00; 312.84 ; 311.90 ;0
3/8/2001;$ 1.00; 312.44 ; 311.66 ;0
6/8/2001;$ 1.00; 302.31 ; 301.86 ;0
7/8/2001;$ 1.00; 307.21 ; 307.21 ;0
8/8/2001;$ 1.00; 319.14 ; 319.04 ;0
9/8/2001;$ 1.00; 326.43 ; 326.43 ;0
10/8/2001;$ 1.00; 331.51 ; 331.34 ;0
13/8/2001;$ 1.00; 326.80 ; 326.70 ;0
14/8/2001;$ 1.00; 316.60 ; 316.28 ;0
15/8/2001;$ 1.00; 326.85 ; 326.36 ;0
16/8/2001;$ 1.00; 334.74 ; 334.41 ;0
17/8/2001;$ 1.01; 314.50 ; 312.94 ;0
21/8/2001;$ 1.00; 303.60 ; 302.39 ;0
22/8/2001;$ 1.00; 328.37 ; 328.04 ;0
23/8/2001;$ 1.00; 319.30 ; 319.62 ;0
24/8/2001;$ 1.00; 316.59 ; 317.07 ;0
27/8/2001;$ 1.00; 315.05 ; 315.37 ;0
28/8/2001;$ 1.00; 322.06 ; 322.61 ;0
29/8/2001;$ 1.00; 325.35 ; 325.84 ;0
30/8/2001;$ 1.00; 318.50 ; 318.82 ;0
31/8/2001;$ 1.00; 319.89 ; 320.69 ;0
3/9/2001;$ 1.00; 318.97 ; 319.77 ;0
4/9/2001;$ 1.00; 314.77 ; 315.72 ;0
5/9/2001;$ 1.00; 313.33 ; 314.18 ;0
6/9/2001;$ 1.00; 306.95 ; 308.03 ;0
7/9/2001;$ 1.00; 300.10 ; 300.70 ;0
10/9/2001;$ 1.00; 287.21 ; 287.50 ;0
13/9/2001;$ 1.00; 265.09 ; 265.22 ;0
14/9/2001;$ 1.00; 266.03 ; 266.16 ;0
17/9/2001;$ 1.00; 267.57 ; 268.11 ;0
18/9/2001;$ 1.00; 268.60 ; 268.73 ;0
19/9/2001;$ 1.00; 252.47 ; 252.72 ;0
20/9/2001;$ 1.00; 242.20 ; 242.20 ;0
21/9/2001;$ 1.00; 239.50 ; 239.38 ;0
24/9/2001;$ 1.00; 247.26 ; 246.89 ;0
25/9/2001;$ 1.00; 243.92 ; 244.04 ;0
26/9/2001;$ 1.00; 244.65 ; 244.58 ;0
27/9/2001;$ 1.00; 248.58 ; 248.58 ;0
28/9/2001;$ 1.00; 243.55 ; 243.79 ;0
1/10/2001;$ 1.00; 241.24 ; 241.60 ;0
2/10/2001;$ 1.00; 230.76 ; 230.88 ;0
3/10/2001;$ 1.00; 214.55 ; 214.55 ;0
4/10/2001;$ 1.01; 206.75 ; 205.52 ;0
5/10/2001;$ 1.01; 214.87 ; 213.59 ;0
9/10/2001;$ 1.00; 213.52 ; 212.67 ;0
10/10/2001;$ 1.00; 224.06 ; 223.28 ;0
11/10/2001;$ 1.00; 232.81 ; 232.46 ;0
12/10/2001;$ 1.00; 232.97 ; 232.27 ;0
15/10/2001;$ 1.00; 231.52 ; 231.29 ;0
16/10/2001;$ 1.00; 243.15 ; 243.03 ;0
17/10/2001;$ 1.00; 251.61 ; 251.36 ;0
18/10/2001;$ 1.00; 251.06 ; 250.81 ;0
19/10/2001;$ 1.00; 253.17 ; 252.92 ;0
22/10/2001;$ 1.00; 252.72 ; 252.59 ;0
23/10/2001;$ 1.00; 247.00 ; 246.63 ;0
24/10/2001;$ 1.00; 246.61 ; 246.12 ;0
25/10/2001;$ 1.00; 245.79 ; 245.05 ;0
26/10/2001;$ 1.00; 240.39 ; 239.31 ;0
29/10/2001;$ 1.00; 219.54 ; 218.56 ;0
30/10/2001;$ 1.01; 223.58 ; 222.47 ;0
31/10/2001;$ 1.00; 224.75 ; 224.08 ;0
1/11/2001;$ 1.01; 229.02 ; 227.88 ;0
2/11/2001;$ 1.01; 222.50 ; 220.52 ;0
5/11/2001;$ 1.00; 230.70 ; 230.24 ;0
7/11/2001;$ 1.00; 236.92 ; 236.92 ;0
8/11/2001;$ 1.00; 234.37 ; 234.91 ;0
9/11/2001;$ 1.00; 228.36 ; 228.25 ;0
12/11/2001;$ 1.00; 226.62 ; 226.62 ;0
13/11/2001;$ 1.00; 224.10 ; 224.03 ;0
14/11/2001;$ 1.00; 221.48 ; 221.19 ;0
15/11/2001;$ 1.00; 227.33 ; 226.88 ;0
